agents,algorithm,alpha,cost,expansions,experiment,heuristic,iterations,runtime,scenario,solved,variant
12,,,,,lacam_anytime,,,10.000306433999981,maze,False,LNS refinement
12,,,,,lacam_anytime,,,0.5000842979999334,maze,False,first solution
12,,,,,lacam_anytime,,,0.5001840360000642,maze,False,anytime (in-search)
12,,,,,lacam_anytime,,,0.5000659549999682,maze,False,restarts
12,,,,,lacam_anytime,,,10.121221539999965,maze,False,LNS refinement
12,,,,,lacam_anytime,,,0.5001004270000067,maze,False,first solution
12,,,,,lacam_anytime,,,0.5001127750000478,maze,False,anytime (in-search)
12,,,,,lacam_anytime,,,0.5001278319999756,maze,False,restarts
12,,,,,lacam_anytime,,,10.000774803000013,maze,False,LNS refinement
12,,,,,lacam_anytime,,,0.5000935250000111,maze,False,first solution
12,,,,,lacam_anytime,,,0.8322966000000633,maze,False,anytime (in-search)
12,,,,,lacam_anytime,,,0.5004046029999927,maze,False,restarts
12,,,,,lacam_anytime,,,10.000813898000047,maze,False,LNS refinement
8,,,187,,lacam_anytime,,,0.004599341000016466,bottleneck,True,first solution
8,,,187,,lacam_anytime,,,0.8963130910000245,bottleneck,True,anytime (in-search)
8,,,177,,lacam_anytime,,,0.5002213320000237,bottleneck,True,restarts
8,,,172,,lacam_anytime,,,0.5051924959999496,bottleneck,True,LNS refinement
8,,,181,,lacam_anytime,,,0.0041143949999877805,bottleneck,True,first solution
8,,,181,,lacam_anytime,,,0.5001813920000586,bottleneck,True,anytime (in-search)
8,,,166,,lacam_anytime,,,0.5000627910000048,bottleneck,True,restarts
8,,,165,,lacam_anytime,,,0.5158298889999742,bottleneck,True,LNS refinement
8,,,167,,lacam_anytime,,,0.004535870999916369,bottleneck,True,first solution
8,,,167,,lacam_anytime,,,0.5001252710000017,bottleneck,True,anytime (in-search)
8,,,165,,lacam_anytime,,,0.5001025379999646,bottleneck,True,restarts
8,,,165,,lacam_anytime,,,0.5070188270000244,bottleneck,True,LNS refinement
8,,,167,,lacam_anytime,,,0.004117224000083297,bottleneck,True,first solution
8,,,167,,lacam_anytime,,,0.5001140949999581,bottleneck,True,anytime (in-search)
8,,,167,,lacam_anytime,,,0.5016561269999329,bottleneck,True,restarts
8,,,167,,lacam_anytime,,,0.5042050650000647,bottleneck,True,LNS refinement
12,,,297,,lacam_anytime,,,0.006254692999959843,bottleneck,True,first solution
12,,,297,,lacam_anytime,,,0.5002083770000354,bottleneck,True,anytime (in-search)
12,,,264,,lacam_anytime,,,0.5013555909999923,bottleneck,True,restarts
12,,,279,,lacam_anytime,,,0.5039866260000281,bottleneck,True,LNS refinement
12,,,273,,lacam_anytime,,,0.00608965599997191,bottleneck,True,first solution
12,,,273,,lacam_anytime,,,0.5001756899999918,bottleneck,True,anytime (in-search)
12,,,260,,lacam_anytime,,,0.500123766999991,bottleneck,True,restarts
12,,,268,,lacam_anytime,,,0.5326775019999559,bottleneck,True,LNS refinement
12,,,287,,lacam_anytime,,,0.005584452999983114,bottleneck,True,first solution
12,,,287,,lacam_anytime,,,0.5001775740000767,bottleneck,True,anytime (in-search)
12,,,266,,lacam_anytime,,,0.5001499890000787,bottleneck,True,restarts
12,,,287,,lacam_anytime,,,0.5612033559999645,bottleneck,True,LNS refinement
12,,,275,,lacam_anytime,,,0.005389824999951998,bottleneck,True,first solution
12,,,275,,lacam_anytime,,,0.5000780840000516,bottleneck,True,anytime (in-search)
12,,,258,,lacam_anytime,,,0.5009245630000123,bottleneck,True,restarts
12,,,273,,lacam_anytime,,,0.529022449000081,bottleneck,True,LNS refinement
8,,,106,,lacam_anytime,,,0.002072448000035365,corner_swap,True,first solution
8,,,106,,lacam_anytime,,,0.5001992129999735,corner_swap,True,anytime (in-search)
8,,,82,,lacam_anytime,,,0.4066731330000266,corner_swap,True,restarts
8,,,77,,lacam_anytime,,,0.5033192390000067,corner_swap,True,LNS refinement
8,,,106,,lacam_anytime,,,0.0020126050000044415,corner_swap,True,first solution
8,,,106,,lacam_anytime,,,0.5001988040000924,corner_swap,True,anytime (in-search)
8,,,82,,lacam_anytime,,,0.43005064800001946,corner_swap,True,restarts
8,,,77,,lacam_anytime,,,0.5042799020000075,corner_swap,True,LNS refinement
8,,,106,,lacam_anytime,,,0.002074149000009129,corner_swap,True,first solution
8,,,106,,lacam_anytime,,,0.5004654370000026,corner_swap,True,anytime (in-search)
8,,,82,,lacam_anytime,,,0.40045153100004427,corner_swap,True,restarts
8,,,77,,lacam_anytime,,,0.5044668520000641,corner_swap,True,LNS refinement
8,,,106,,lacam_anytime,,,0.0020973659999299343,corner_swap,True,first solution
8,,,106,,lacam_anytime,,,0.5001224999999749,corner_swap,True,anytime (in-search)
8,,,82,,lacam_anytime,,,0.3971494940000184,corner_swap,True,restarts
8,,,77,,lacam_anytime,,,0.507579101000033,corner_swap,True,LNS refinement
4,,,,,true_distance,manhattan,,0.5223705990000553,maze,False,
4,,,,,true_distance,true_distance,,0.502274347000025,maze,False,
6,,,,,true_distance,manhattan,,0.5013770470000054,maze,False,
6,,,,,true_distance,true_distance,,0.5020255370000086,maze,False,
4,,,,,true_distance,manhattan,,0.502404490999993,maze,False,
4,,,,,true_distance,true_distance,,0.5035908899999413,maze,False,
6,,,,,true_distance,manhattan,,0.5043892930000311,maze,False,
6,,,,,true_distance,true_distance,,0.5036308169999302,maze,False,
4,,,,,true_distance,manhattan,,0.5037605239999721,maze,False,
4,,,,,true_distance,true_distance,,0.5042831330000581,maze,False,
6,,,,,true_distance,manhattan,,0.5064358769999444,maze,False,
6,,,,,true_distance,true_distance,,0.503152407000016,maze,False,
4,,,91,38,true_distance,manhattan,,0.3064327880000519,maze,True,
4,,,91,38,true_distance,true_distance,,0.2297307080000337,maze,True,
6,,,,,true_distance,manhattan,,0.5033951069999603,maze,False,
6,,,,,true_distance,true_distance,,0.5020469459999504,maze,False,
4,,,38,2,true_distance,manhattan,,0.004959552000059375,random_obstacles,True,
4,,,38,2,true_distance,true_distance,,0.004713432000016837,random_obstacles,True,
6,,,49,2,true_distance,manhattan,,0.002346319999901425,random_obstacles,True,
6,,,49,1,true_distance,true_distance,,0.0011566260000108741,random_obstacles,True,
4,,,33,1,true_distance,manhattan,,0.0005531310000606027,random_obstacles,True,
4,,,33,1,true_distance,true_distance,,0.000536907000082465,random_obstacles,True,
6,,,45,1,true_distance,manhattan,,0.0006767630000013014,random_obstacles,True,
6,,,45,1,true_distance,true_distance,,0.0007941520000258606,random_obstacles,True,
4,,,37,1,true_distance,manhattan,,0.0005399840000563927,random_obstacles,True,
4,,,37,1,true_distance,true_distance,,0.0006919790000665671,random_obstacles,True,
6,,,64,216,true_distance,manhattan,,0.19032898299997214,random_obstacles,True,
6,,,64,216,true_distance,true_distance,,0.2222720099999833,random_obstacles,True,
4,,,35,2,true_distance,manhattan,,0.0011847490000036487,random_obstacles,True,
4,,,35,2,true_distance,true_distance,,0.0009580690000348113,random_obstacles,True,
6,,,49,1,true_distance,manhattan,,0.0006949989999611716,random_obstacles,True,
6,,,49,1,true_distance,true_distance,,0.0008404479999626346,random_obstacles,True,
4,,,42,5,true_distance,manhattan,,0.0011208970000780027,warehouse,True,
4,,,42,5,true_distance,true_distance,,0.001246487999992496,warehouse,True,
6,,,58,2,true_distance,manhattan,,0.0007596990000138248,warehouse,True,
6,,,58,2,true_distance,true_distance,,0.0010440529999868886,warehouse,True,
4,,,41,1,true_distance,manhattan,,0.0003701000000546628,warehouse,True,
4,,,41,1,true_distance,true_distance,,0.00042364299997643684,warehouse,True,
6,,,62,53,true_distance,manhattan,,0.051077539000061734,warehouse,True,
6,,,62,53,true_distance,true_distance,,0.056834317000038936,warehouse,True,
4,,,54,2,true_distance,manhattan,,0.0027736000000686545,warehouse,True,
4,,,54,2,true_distance,true_distance,,0.003234657000007246,warehouse,True,
6,,,72,6,true_distance,manhattan,,0.0056759990000045946,warehouse,True,
6,,,72,6,true_distance,true_distance,,0.006558208999990711,warehouse,True,
4,,,38,4,true_distance,manhattan,,0.0010454680000293592,warehouse,True,
4,,,38,4,true_distance,true_distance,,0.001055317999998806,warehouse,True,
6,,,58,807,true_distance,manhattan,,0.33319883199999367,warehouse,True,
6,,,58,993,true_distance,true_distance,,0.46460071399997105,warehouse,True,
